,Customer_ID,Recency,Frequency,Monetary,Average_Order_Value,Cluster,Segment
748,CL-14453,308,1,119.93,0.3893831168831169,1,At-Risk Customers
749,CL-14825,17,12,2221.01,130.64764705882354,2,VIP Customers
750,CL-15291,5,15,4668.3,933.6600000000001,2,VIP Customers
751,CL-17128,101,1,157.09,1.5553465346534654,1,At-Risk Customers
752,CL-17495,302,2,497.56,1.6475496688741722,1,At-Risk Customers
753,CL-18210,11,6,2621.38,238.30727272727273,2,VIP Customers
754,CM-12422,170,3,803.56,4.726823529411765,0,Loyal Customers
755,CM-12426,196,1,582.73,2.9731122448979592,1,At-Risk Customers
756,CM-12427,23,3,825.8000000000001,35.90434782608696,3,Potential Customers
757,CM-12691,1,6,1035.8,1035.8,2,VIP Customers
758,CM-13081,13,11,28337.38,2179.7984615384617,2,VIP Customers
759,CM-13310,29,3,1132.03,39.03551724137931,0,Loyal Customers
760,CM-13421,42,2,1833.71,43.65976190476191,0,Loyal Customers
761,CM-13474,238,1,226.84,0.953109243697479,1,At-Risk Customers
762,CM-13560,302,1,171.42000000000002,0.5676158940397351,1,At-Risk Customers
763,CM-13635,276,1,1071.03,3.8805434782608694,1,At-Risk Customers
764,CM-13689,154,1,910.0,5.909090909090909,1,At-Risk Customers
765,CM-13695,3,15,2504.13,834.71,2,VIP Customers
766,CM-13727,30,2,333.48,11.116000000000001,3,Potential Customers
767,CM-14049,18,4,5578.72,309.9288888888889,0,Loyal Customers
768,CM-14150,244,2,658.64,2.699344262295082,1,At-Risk Customers
769,CM-14241,96,1,213.70000000000002,2.2260416666666667,1,At-Risk Customers
770,CM-14267,164,3,1516.24,9.245365853658537,0,Loyal Customers
771,CM-14422,19,6,4263.64,224.40210526315792,2,VIP Customers
772,CM-14439,321,1,2661.2400000000002,8.290467289719627,1,At-Risk Customers
773,CM-14505,19,8,5859.43,308.391052631579,2,VIP Customers
774,CM-14618,11,3,553.44,50.31272727272728,3,Potential Customers
775,CM-14711,12,11,2839.62,236.635,2,VIP Customers
776,CM-14824,12,4,1127.71,93.97583333333334,3,Potential Customers
777,CM-14850,343,1,325.75,0.9497084548104956,1,At-Risk Customers
778,CM-15054,14,2,302.1,21.57857142857143,3,Potential Customers
779,CM-15134,16,8,1387.99,86.749375,2,VIP Customers
780,CM-15153,122,1,329.25,2.6987704918032787,1,At-Risk Customers
781,CM-15182,126,2,622.85,4.943253968253968,1,At-Risk Customers
782,CM-15221,486,1,403.25,0.8297325102880658,1,At-Risk Customers
783,CM-15898,121,5,1383.83,11.436611570247933,0,Loyal Customers
784,CM-16319,189,1,404.40000000000003,2.13968253968254,1,At-Risk Customers
785,CM-16659,280,1,39.12,0.1397142857142857,1,At-Risk Customers
786,CM-16858,547,1,375.69,0.6868190127970749,1,At-Risk Customers
787,CM-17014,153,3,583.43,3.8132679738562087,1,At-Risk Customers
788,CM-17138,99,1,380.5,3.8434343434343434,1,At-Risk Customers
789,CM-17481,17,4,1255.59,73.85823529411765,0,Loyal Customers
790,CM-17895,46,1,95.45,2.075,1,At-Risk Customers
791,CM-18059,25,3,306.46,12.2584,3,Potential Customers
792,CM-18232,83,4,592.97,7.14421686746988,0,Loyal Customers
793,CN-12393,40,4,1582.6,39.565,0,Loyal Customers
794,CN-12865,28,2,1568.23,56.00821428571429,0,Loyal Customers
795,CN-14931,24,5,1257.68,52.403333333333336,0,Loyal Customers
796,CN-15047,271,1,343.62,1.267970479704797,1,At-Risk Customers
797,CN-15625,105,4,1534.26,14.612,0,Loyal Customers
798,CN-15850,21,2,234.88,11.184761904761904,3,Potential Customers
799,CN-17226,253,1,393.49,1.5552964426877471,1,At-Risk Customers
800,CN-17958,118,1,508.46000000000004,4.308983050847458,1,At-Risk Customers
801,CO-14195,203,2,1012.0,4.985221674876847,1,At-Risk Customers
802,CO-15797,97,4,2207.4,22.756701030927836,0,Loyal Customers
803,CP-12388,17,6,2780.66,163.56823529411764,2,VIP Customers
804,CP-12716,135,2,1053.49,7.80362962962963,0,Loyal Customers
805,CP-13035,75,2,921.88,12.291733333333333,0,Loyal Customers
806,CP-13368,193,2,623.4,3.2300518134715026,1,At-Risk Customers
807,CP-13573,52,2,290.25,5.581730769230769,3,Potential Customers
808,CP-14099,18,11,3104.17,172.45388888888888,2,VIP Customers
809,CP-14457,312,1,113.64,0.36423076923076925,1,At-Risk Customers
810,CP-14549,343,1,289.24,0.843265306122449,1,At-Risk Customers
811,CP-14741,13,6,1400.34,107.71846153846153,0,Loyal Customers
812,CP-14878,5,9,1476.09,295.21799999999996,2,VIP Customers
813,CP-14995,252,2,231.98,0.9205555555555555,1,At-Risk Customers
814,CP-15592,48,1,388.58,8.095416666666667,3,Potential Customers
815,CP-15626,76,2,675.8,8.892105263157895,1,At-Risk Customers
816,CP-16013,3,47,37130.6,12376.866666666667,2,VIP Customers
817,CP-16189,17,2,215.48,12.675294117647057,3,Potential Customers
818,CP-17709,171,1,137.45,0.8038011695906432,1,At-Risk Customers
819,CP-17843,100,1,205.48,2.0547999999999997,1,At-Risk Customers
820,CP-17877,172,1,237.60999999999999,1.381453488372093,1,At-Risk Customers
821,CR-12365,293,2,641.38,2.1890102389078496,1,At-Risk Customers
822,CR-13117,23,8,984.91,42.82217391304348,0,Loyal Customers
823,CR-13137,12,8,3603.29,300.27416666666664,2,VIP Customers
824,CR-13224,34,2,2155.95,63.410294117647055,0,Loyal Customers
825,CR-13308,24,3,1385.51,57.72958333333333,0,Loyal Customers
826,CR-13391,205,1,59.8,0.2917073170731707,1,At-Risk Customers
827,CR-13426,12,10,3641.32,303.4433333333333,2,VIP Customers
828,CR-13532,183,1,210.31,1.1492349726775957,1,At-Risk Customers
829,CR-13607,42,1,675.51,16.083571428571428,3,Potential Customers
830,CR-14489,209,1,463.38,2.217129186602871,1,At-Risk Customers
831,CR-14800,31,12,4331.79,139.73516129032257,2,VIP Customers
832,CR-14830,55,1,188.88,3.434181818181818,1,At-Risk Customers
833,CR-15178,262,1,40.5,0.15458015267175573,1,At-Risk Customers
834,CR-15419,26,1,135.86,5.225384615384616,3,Potential Customers
835,CR-15863,27,2,68.84,2.5496296296296297,3,Potential Customers
836,CR-15894,255,2,258.25,1.0127450980392156,1,At-Risk Customers
837,CR-16270,355,1,1141.24,3.2147605633802816,1,At-Risk Customers
838,CR-16380,92,1,1743.1499999999999,18.94728260869565,0,Loyal Customers
839,CR-16919,7,11,2592.25,370.32142857142856,2,VIP Customers
840,CR-16988,243,1,126.12,0.5190123456790123,1,At-Risk Customers
841,CR-17135,18,7,1139.73,63.318333333333335,0,Loyal Customers
842,CR-17157,178,2,319.0,1.7921348314606742,1,At-Risk Customers
843,CR-17274,244,1,107.82,0.4418852459016393,1,At-Risk Customers
844,CR-17337,5,4,1981.06,396.212,2,VIP Customers
845,CR-17344,48,1,157.62,3.28375,1,At-Risk Customers
846,CR-17572,72,4,226.75,3.1493055555555554,1,At-Risk Customers
847,CR-17623,153,1,527.05,3.444771241830065,1,At-Risk Customers
848,CR-17629,20,8,1814.12,90.70599999999999,2,VIP Customers
849,CS-12409,66,3,11072.67,167.76772727272729,0,Loyal Customers
850,CS-12743,136,2,540.13,3.971544117647059,1,At-Risk Customers
851,CS-12967,359,2,1660.9,4.626462395543176,1,At-Risk Customers
852,CS-13207,4,2,250.26000000000002,62.565000000000005,3,Potential Customers
853,CS-13227,203,1,257.7,1.2694581280788177,1,At-Risk Customers
854,CS-13261,270,2,944.1,3.4966666666666666,1,At-Risk Customers
855,CS-13570,68,1,239.49,3.5219117647058824,1,At-Risk Customers
856,CS-14409,72,6,2059.45,28.60347222222222,0,Loyal Customers
857,CS-14488,276,1,1064.28,3.856086956521739,1,At-Risk Customers
858,CS-14548,4,2,652.8,163.2,3,Potential Customers
859,CS-14550,12,2,757.37,63.11416666666667,3,Potential Customers
860,CS-14818,75,3,657.8,8.770666666666665,0,Loyal Customers
861,CS-14988,6,1,334.54,55.75666666666667,3,Potential Customers
862,CS-15100,71,3,876.0,12.338028169014084,0,Loyal Customers
863,CS-15199,31,4,1268.7,40.92580645161291,0,Loyal Customers
864,CS-15275,303,1,615.14,2.03016501650165,1,At-Risk Customers
865,CS-15563,24,4,1400.44,58.35166666666667,0,Loyal Customers
866,CS-16003,61,5,2735.37,44.84213114754098,0,Loyal Customers
867,CS-16528,182,1,244.41,1.342912087912088,1,At-Risk Customers
868,CS-16550,110,5,2298.97,20.899727272727272,0,Loyal Customers
869,CS-16619,265,1,226.21,0.853622641509434,1,At-Risk Customers
870,CS-17071,2,9,2429.03,1214.515,2,VIP Customers
871,CS-17221,274,2,334.47999999999996,1.220729927007299,1,At-Risk Customers
872,CS-17490,75,7,2092.32,27.8976,0,Loyal Customers
873,CS-17965,10,14,2599.19,259.919,2,VIP Customers
874,CS-18116,236,8,1403.1100000000001,5.945381355932204,0,Loyal Customers
875,CT-12565,290,1,145.92,0.5031724137931034,1,At-Risk Customers
876,CT-12660,13,1,245.1,18.853846153846153,3,Potential Customers
877,CT-13196,13,4,1797.78,138.29076923076923,0,Loyal Customers
878,CT-14259,143,1,120.0,0.8391608391608392,1,At-Risk Customers
879,CT-15165,698,1,487.75,0.6987822349570201,1,At-Risk Customers
880,CT-15298,12,12,4799.9,399.9916666666666,2,VIP Customers
881,CT-15468,53,2,467.51,8.820943396226415,3,Potential Customers
882,CT-16241,1,13,2590.31,2590.31,2,VIP Customers
883,CT-16565,425,1,173.7,0.40870588235294114,1,At-Risk Customers
884,CT-16698,228,2,1998.0,8.763157894736842,0,Loyal Customers
885,CT-16982,62,1,384.06,6.194516129032258,1,At-Risk Customers
886,CT-17152,196,3,1689.5,8.619897959183673,0,Loyal Customers
887,CT-17266,149,3,296.58,1.990469798657718,1,At-Risk Customers
888,CT-17980,167,3,811.45,4.858982035928144,0,Loyal Customers
889,CT-18133,36,1,931.5,25.875,3,Potential Customers
890,CT-18184,17,1,49.8,2.929411764705882,3,Potential Customers
891,CV-13512,262,1,251.21,0.9588167938931298,1,At-Risk Customers
892,CV-15733,311,1,162.3,0.5218649517684888,1,At-Risk Customers
893,CV-15780,37,3,475.28000000000003,12.845405405405407,3,Potential Customers
894,CV-16065,455,1,367.14,0.8069010989010988,1,At-Risk Customers
895,CV-16222,320,1,773.55,2.4173437499999997,1,At-Risk Customers
896,CV-16365,4,9,1540.42,385.105,2,VIP Customers
897,CW-12349,20,1,1757.55,87.8775,3,Potential Customers
898,CW-12689,27,2,1247.61,46.20777777777777,3,Potential Customers
899,CW-12882,11,2,1463.04,133.00363636363636,3,Potential Customers
900,CW-12909,41,5,2178.67,53.13829268292683,0,Loyal Customers
901,CW-12956,192,1,108.07,0.5628645833333333,1,At-Risk Customers
902,CW-13055,67,3,1214.41,18.125522388059704,0,Loyal Customers
903,CW-13058,1,3,271.40000000000003,271.40000000000003,3,Potential Customers
904,CW-13065,698,1,205.85999999999999,0.29492836676217765,1,At-Risk Customers
905,CW-13430,20,2,679.45,33.972500000000004,3,Potential Customers
906,CW-13862,20,8,2209.36,110.468,2,VIP Customers
907,CW-13969,18,18,9024.17,501.34277777777777,2,VIP Customers
908,CW-13976,208,1,357.98,1.7210576923076923,1,At-Risk Customers
909,CW-14092,25,14,4076.91,163.0764,2,VIP Customers
910,CW-14176,299,4,576.9,1.9294314381270903,1,At-Risk Customers
911,CW-14426,25,10,4481.67,179.2668,2,VIP Customers
912,CW-15350,698,1,115.64999999999999,0.16568767908309454,1,At-Risk Customers
913,CW-15565,52,2,173.16,3.33,3,Potential Customers
914,CW-15745,21,4,1094.59,52.12333333333333,0,Loyal Customers
915,CW-15773,243,1,635.6800000000001,2.6159670781893007,1,At-Risk Customers
916,CW-16433,30,1,184.26,6.1419999999999995,3,Potential Customers
917,CW-16525,10,26,13027.45,1302.7450000000001,2,VIP Customers
918,CW-16624,82,2,810.57,9.885,0,Loyal Customers
919,CW-16735,80,5,2247.41,28.092624999999998,0,Loyal Customers
920,CW-16924,23,3,829.89,36.082173913043476,3,Potential Customers
921,CW-16997,284,3,702.0,2.471830985915493,1,At-Risk Customers
922,CW-17131,49,5,2463.17,50.26877551020408,0,Loyal Customers
923,CW-17174,189,1,59.9,0.3169312169312169,1,At-Risk Customers
924,CW-17468,12,2,137.0,11.416666666666666,3,Potential Customers
925,CW-17593,93,5,3923.86,42.19204301075269,0,Loyal Customers
926,CW-17923,311,1,207.5,0.6672025723472669,1,At-Risk Customers
927,CW-17931,135,2,408.36,3.024888888888889,1,At-Risk Customers
928,CW-18045,47,1,178.34,3.794468085106383,3,Potential Customers
929,CW-18245,6,7,2567.06,427.8433333333333,2,VIP Customers
930,CY-12864,140,1,147.12,1.050857142857143,1,At-Risk Customers
931,CZ-17639,130,1,108.5,0.8346153846153846,1,At-Risk Customers
932,DA-12359,10,4,6310.03,631.0029999999999,2,VIP Customers
933,DA-12985,30,2,1239.38,41.31266666666667,3,Potential Customers
934,DA-13802,140,3,4599.42,32.853,0,Loyal Customers
935,DA-15738,20,16,4812.42,240.621,2,VIP Customers
936,DA-17382,215,1,65.4,0.30418604651162795,1,At-Risk Customers
937,DA-17723,97,6,3276.4,33.77731958762887,0,Loyal Customers
938,DA-17888,23,8,716.0,31.130434782608695,0,Loyal Customers
939,DB-12381,1,5,1845.31,1845.31,2,VIP Customers
940,DB-13004,13,18,5655.91,435.07,2,VIP Customers
941,DB-13187,192,1,236.02,1.2292708333333333,1,At-Risk Customers
942,DB-13263,6,35,7436.93,1239.4883333333335,2,VIP Customers
943,DB-13321,74,2,567.36,7.667027027027027,1,At-Risk Customers
944,DB-13982,41,4,1871.81,45.65390243902439,0,Loyal Customers
945,DB-14285,23,4,1910.01,83.04391304347826,0,Loyal Customers
946,DB-14760,299,1,89.2,0.2983277591973244,1,At-Risk Customers
947,DB-14916,72,4,1268.98,17.62472222222222,0,Loyal Customers
948,DB-14936,99,8,8137.02,82.19212121212122,0,Loyal Customers
949,DB-15050,27,3,1737.69,64.35888888888888,0,Loyal Customers
950,DB-15290,44,18,7943.22,180.52772727272728,2,VIP Customers
951,DB-15469,33,2,538.55,16.319696969696967,3,Potential Customers
952,DB-15935,7,2,416.86,59.55142857142857,3,Potential Customers
953,DB-16036,89,2,758.9200000000001,8.527191011235956,0,Loyal Customers
954,DB-16063,262,1,335.32,1.2798473282442748,1,At-Risk Customers
955,DB-16326,17,14,3039.22,178.7776470588235,2,VIP Customers
956,DB-16807,128,3,1121.59,8.762421875,0,Loyal Customers
957,DB-16833,101,4,1106.53,10.955742574257425,0,Loyal Customers
958,DB-16956,19,1,308.74,16.24947368421053,3,Potential Customers
959,DB-17025,62,3,357.77,5.770483870967742,3,Potential Customers
960,DB-17194,38,2,262.62,6.911052631578947,3,Potential Customers
961,DB-17988,13,7,201.12,15.470769230769232,3,Potential Customers
962,DB-18242,67,4,2232.49,33.32074626865671,0,Loyal Customers
963,DC-12436,336,1,509.01,1.5149107142857143,1,At-Risk Customers
964,DC-12506,234,1,73.5,0.3141025641025641,1,At-Risk Customers
965,DC-12812,46,1,229.64,4.992173913043478,3,Potential Customers
966,DC-12828,114,6,1018.7099999999999,8.936052631578947,0,Loyal Customers
967,DC-13028,24,2,661.3199999999999,27.554999999999996,3,Potential Customers
968,DC-13210,155,1,353.48,2.280516129032258,1,At-Risk Customers
969,DC-13295,361,1,201.2,0.5573407202216066,1,At-Risk Customers
970,DC-14295,42,1,166.2,3.957142857142857,3,Potential Customers
971,DC-14619,129,1,394.44,3.057674418604651,1,At-Risk Customers
972,DC-14646,3,73,280206.02,93402.00666666667,2,VIP Customers
973,DC-15089,12,6,2420.84,201.73666666666668,2,VIP Customers
974,DC-15241,75,8,1756.44,23.4192,0,Loyal Customers
975,DC-15602,23,9,1297.87,56.42913043478261,2,VIP Customers
976,DC-16364,13,2,705.79,54.29153846153846,3,Potential Customers
977,DC-16424,339,1,133.56,0.3939823008849558,1,At-Risk Customers
978,DC-16996,64,6,1456.96,22.765,0,Loyal Customers
979,DC-17298,103,2,498.42,4.8390291262135925,1,At-Risk Customers
980,DC-17458,17,1,316.5,18.61764705882353,3,Potential Customers
981,DC-17759,19,3,819.96,43.155789473684216,3,Potential Customers
982,DC-18270,268,2,283.15000000000003,1.0565298507462688,1,At-Risk Customers
983,DD-12604,81,2,254.17999999999998,3.1380246913580243,1,At-Risk Customers
984,DD-12682,3,31,12279.82,4093.273333333333,2,VIP Customers
985,DD-12752,83,1,4366.78,52.61180722891566,0,Loyal Customers
986,DD-13255,11,2,399.51,36.31909090909091,3,Potential Customers
987,DD-14116,21,5,1382.74,65.84476190476191,0,Loyal Customers
988,DD-14965,246,2,596.09,2.423130081300813,1,At-Risk Customers
989,DD-15168,27,1,106.56,3.9466666666666668,3,Potential Customers
990,DD-15210,227,1,331.18,1.4589427312775332,1,At-Risk Customers
991,DD-15415,315,1,559.61,1.7765396825396826,1,At-Risk Customers
992,DD-15708,42,7,3235.25,77.0297619047619,0,Loyal Customers
993,DD-15827,75,14,1836.09,24.481199999999998,0,Loyal Customers
994,DD-15998,89,5,3080.22,34.609213483146064,0,Loyal Customers
995,DD-16031,124,2,547.9,4.418548387096774,1,At-Risk Customers
996,DD-16444,48,4,654.67,13.638958333333333,0,Loyal Customers
997,DD-17604,189,2,309.36,1.636825396825397,1,At-Risk Customers
998,DD-17611,37,15,3961.12,107.0572972972973,2,VIP Customers
999,DD-17861,26,8,2097.88,80.68769230769232,2,VIP Customers
1000,DE-17362,241,2,312.23,1.2955601659751037,1,At-Risk Customers
1001,DE-18055,41,10,6761.34,164.91073170731707,2,VIP Customers
1002,DF-12957,11,8,4017.54,365.2309090909091,2,VIP Customers
1003,DF-13576,12,18,6717.34,559.7783333333333,2,VIP Customers
1004,DF-13626,341,1,257.23,0.7543401759530792,1,At-Risk Customers
1005,DF-13984,28,5,920.51,32.87535714285714,0,Loyal Customers
1006,DF-14507,25,6,1367.88,54.7152,0,Loyal Customers
1007,DF-15408,266,1,267.18,1.004436090225564,1,At-Risk Customers
1008,DF-15838,13,19,33643.08,2587.929230769231,2,VIP Customers
1009,DF-16338,218,1,214.8,0.9853211009174312,1,At-Risk Customers
1010,DF-16394,58,5,1555.34,26.816206896551723,0,Loyal Customers
1011,DF-16842,70,3,1264.19,18.059857142857144,0,Loyal Customers
1012,DF-16966,17,7,2154.9700000000003,126.7629411764706,2,VIP Customers
1013,DF-17866,144,1,329.65,2.289236111111111,1,At-Risk Customers
1014,DF-18008,37,9,2116.19,57.19432432432433,0,Loyal Customers
1015,DF-18073,116,12,3859.8199999999997,33.27431034482758,0,Loyal Customers
1016,DG-12650,182,1,314.44,1.7276923076923076,1,At-Risk Customers
1017,DG-12842,72,2,1118.99,15.541527777777778,0,Loyal Customers
1018,DG-13030,13,2,752.4399999999999,57.879999999999995,3,Potential Customers
1019,DG-13868,302,2,3192.54,10.571324503311258,0,Loyal Customers
1020,DG-14432,11,6,2248.5,204.4090909090909,2,VIP Customers
1021,DG-14753,89,1,563.15,6.3275280898876405,1,At-Risk Customers
1022,DG-16128,19,5,1880.22,98.95894736842105,0,Loyal Customers
1023,DG-16406,20,1,154.35,7.717499999999999,3,Potential Customers
1024,DG-16800,13,1,1162.65,89.4346153846154,3,Potential Customers
1025,DG-16863,122,2,502.8,4.121311475409836,1,At-Risk Customers
1026,DG-16866,65,3,207.74,3.196,1,At-Risk Customers
1027,DG-17205,55,1,384.08,6.983272727272727,3,Potential Customers
1028,DG-17564,26,3,454.01,17.461923076923078,3,Potential Customers
1029,DG-17702,91,4,1824.37,20.04802197802198,0,Loyal Customers
1030,DG-17878,45,1,379.45,8.432222222222222,3,Potential Customers
1031,DG-18078,189,2,336.13,1.7784656084656085,1,At-Risk Customers
1032,DH-12370,53,4,3541.94,66.82905660377358,0,Loyal Customers
1033,DH-12621,6,20,13689.67,2281.6116666666667,2,VIP Customers
1034,DH-13098,11,28,28882.44,2625.6763636363635,2,VIP Customers
1035,DH-13146,28,1,228.91,8.175357142857143,3,Potential Customers
1036,DH-13220,80,4,819.2900000000001,10.241125,0,Loyal Customers
1037,DH-14159,21,11,4630.35,220.49285714285716,2,VIP Customers
1038,DH-14499,28,3,808.4399999999999,28.87285714285714,3,Potential Customers
1039,DH-14798,54,3,173.74,3.2174074074074075,3,Potential Customers
1040,DH-14973,109,3,1314.45,12.059174311926606,0,Loyal Customers
1041,DH-15149,135,1,520.8,3.8577777777777773,1,At-Risk Customers
1042,DH-15232,115,2,612.06,5.322260869565217,1,At-Risk Customers
1043,DH-15402,150,2,626.77,4.178466666666666,1,At-Risk Customers
1044,DH-15447,332,1,155.17,0.4673795180722891,1,At-Risk Customers
1045,DH-15692,30,1,191.04,6.367999999999999,3,Potential Customers
1046,DH-15950,80,4,1744.71,21.808875,0,Loyal Customers
1047,DH-16085,1,5,981.51,981.51,2,VIP Customers
1048,DH-16613,72,1,618.59,8.591527777777777,1,At-Risk Customers
1049,DH-17571,52,4,1425.67,27.41673076923077,0,Loyal Customers
1050,DH-18168,70,6,1160.04,16.572,0,Loyal Customers
1051,DI-12840,66,4,2726.77,41.31469696969697,0,Loyal Customers
1052,DI-16079,18,3,1352.0,75.11111111111111,0,Loyal Customers
1053,DJ-12420,154,1,600.39,3.8986363636363635,1,At-Risk Customers
1054,DJ-12635,32,2,1689.18,52.786875,0,Loyal Customers
1055,DJ-12669,4,3,2744.0299999999997,686.0074999999999,2,VIP Customers
1056,DJ-13265,2,5,2092.66,1046.33,2,VIP Customers
1057,DJ-13658,11,5,2639.17,239.92454545454547,2,VIP Customers
1058,DJ-13667,151,1,299.05,1.9804635761589404,1,At-Risk Customers
1059,DJ-13726,102,2,1079.66,10.584901960784315,0,Loyal Customers
1060,DJ-14014,79,1,505.18,6.394683544303797,1,At-Risk Customers
1061,DJ-14036,286,1,626.65,2.191083916083916,1,At-Risk Customers
1062,DJ-14060,24,19,6140.42,255.85083333333333,2,VIP Customers
1063,DJ-14199,220,1,185.39999999999998,0.8427272727272727,1,At-Risk Customers
1064,DJ-14449,20,4,885.8,44.29,0,Loyal Customers
1065,DJ-14937,58,3,1621.88,27.96344827586207,0,Loyal Customers
1066,DJ-15076,174,1,880.85,5.062356321839081,1,At-Risk Customers
1067,DJ-15306,124,3,1174.35,9.470564516129032,0,Loyal Customers
1068,DJ-15758,26,1,205.25,7.894230769230769,3,Potential Customers
1069,DJ-16070,24,2,852.15,35.50625,3,Potential Customers
1070,DJ-16208,46,2,664.26,14.440434782608696,3,Potential Customers
1071,DJ-17069,30,9,2709.7,90.32333333333332,2,VIP Customers
1072,DJ-17516,3,5,764.88,254.96,3,Potential Customers
1073,DJ-18087,292,2,4055.7200000000003,13.889452054794521,0,Loyal Customers
1074,DK-13027,115,6,6912.0,60.10434782608696,0,Loyal Customers
1075,DK-15005,17,28,6295.37,370.3158823529412,2,VIP Customers
1076,DK-15219,178,1,305.75,1.7176966292134832,1,At-Risk Customers
1077,DK-16126,61,4,6287.77,103.07819672131149,0,Loyal Customers
1078,DK-16752,667,1,207.5,0.3110944527736132,1,At-Risk Customers
1079,DK-17674,76,2,551.04,7.2505263157894735,1,At-Risk Customers
1080,DK-17816,215,4,36.56,0.170046511627907,1,At-Risk Customers
1081,DL-14226,30,5,2214.79,73.82633333333334,0,Loyal Customers
1082,DL-14497,284,1,475.37,1.6738380281690142,1,At-Risk Customers
1083,DL-16856,16,1,35.4,2.2125,3,Potential Customers
1084,DL-17238,19,17,3719.1,195.7421052631579,2,VIP Customers
1085,DL-17716,24,11,5655.99,235.66625,2,VIP Customers
1086,DL-17724,73,3,1033.0,14.150684931506849,0,Loyal Customers
1087,DM-12450,175,2,197.88,1.130742857142857,1,At-Risk Customers
1088,DM-12686,639,1,89.14,0.13949921752738653,1,At-Risk Customers
1089,DM-12722,4,4,997.63,249.4075,3,Potential Customers
1090,DM-12868,10,6,1607.06,160.706,2,VIP Customers
1091,DM-13284,332,1,201.19,0.6059939759036145,1,At-Risk Customers
1092,DM-13348,183,1,233.76,1.2773770491803278,1,At-Risk Customers
1093,DM-13475,189,4,1431.78,7.575555555555556,0,Loyal Customers
1094,DM-13986,19,1,320.46,16.866315789473685,3,Potential Customers
1095,DM-14108,91,2,597.91,6.57043956043956,1,At-Risk Customers
1096,DM-14130,321,1,480.90999999999997,1.4981619937694703,1,At-Risk Customers
1097,DM-14326,37,1,183.85,4.968918918918919,3,Potential Customers
1098,DM-14393,219,1,67.95,0.31027397260273976,1,At-Risk Customers
1099,DM-14569,121,1,227.39,1.8792561983471072,1,At-Risk Customers
1100,DM-14748,36,5,1415.75,39.326388888888886,0,Loyal Customers
1101,DM-14829,61,4,697.55,11.435245901639343,0,Loyal Customers
1102,DM-14897,2,4,1366.38,683.19,3,Potential Customers
1103,DM-14908,76,1,277.8,3.655263157894737,1,At-Risk Customers
1104,DM-15384,171,2,642.41,3.756783625730994,1,At-Risk Customers
1105,DM-15601,13,14,6776.56,521.2738461538462,2,VIP Customers
1106,DM-15620,58,3,1553.18,26.77896551724138,0,Loyal Customers
1107,DM-15746,136,1,196.88,1.4476470588235293,1,At-Risk Customers
1108,DM-15996,2,6,1032.58,516.29,2,VIP Customers
1109,DM-16025,61,1,439.65999999999997,7.207540983606557,1,At-Risk Customers
1110,DM-16073,299,1,122.4,0.40936454849498327,1,At-Risk Customers
1111,DM-16094,13,4,1078.23,82.94076923076923,3,Potential Customers
1112,DM-16108,86,1,842.5,9.796511627906977,1,At-Risk Customers
1113,DM-16250,263,2,389.44,1.4807604562737642,1,At-Risk Customers
1114,DM-16348,80,7,1415.65,17.695625,0,Loyal Customers
1115,DM-16480,77,1,769.29,9.99077922077922,1,At-Risk Customers
1116,DM-16485,79,1,363.65,4.603164556962025,1,At-Risk Customers
1117,DM-16582,115,1,313.62,2.727130434782609,1,At-Risk Customers
1118,DM-16918,51,6,1068.82,20.957254901960784,0,Loyal Customers
1119,DM-17551,361,1,290.34,0.8042659279778392,1,At-Risk Customers
1120,DM-17715,202,1,326.4,1.6158415841584157,1,At-Risk Customers
1121,DM-17838,28,5,2720.7999999999997,97.17142857142856,0,Loyal Customers
1122,DM-17961,2,39,1296.44,648.22,2,VIP Customers
1123,DM-17975,17,13,4483.26,263.72117647058826,2,VIP Customers
1124,DM-17978,455,1,300.92,0.6613626373626375,1,At-Risk Customers
1125,DN-12718,73,1,238.25,3.2636986301369864,1,At-Risk Customers
1126,DN-15945,455,1,181.0,0.3978021978021978,1,At-Risk Customers
1127,DN-16761,246,1,316.62,1.2870731707317074,1,At-Risk Customers
1128,DN-16951,131,3,1277.75,9.75381679389313,0,Loyal Customers
1129,DN-17517,253,1,153.94,0.6084584980237154,1,At-Risk Customers
1130,DO-12379,83,2,852.24,10.267951807228917,0,Loyal Customers
1131,DO-13502,18,3,292.0,16.22222222222222,3,Potential Customers
1132,DO-14400,151,1,574.7,3.8059602649006625,1,At-Risk Customers
1133,DO-16523,17,21,9418.47,554.0276470588235,2,VIP Customers
1134,DP-13127,79,1,259.17,3.2806329113924053,1,At-Risk Customers
1135,DP-14397,5,19,2612.96,522.592,2,VIP Customers
1136,DP-14701,12,9,2526.09,210.50750000000002,2,VIP Customers
1137,DP-15386,188,1,394.14,2.0964893617021274,1,At-Risk Customers
1138,DP-15555,1,16,4794.86,4794.86,2,VIP Customers
1139,DP-15664,52,1,386.43,7.431346153846154,3,Potential Customers
1140,DP-16198,77,1,400.68,5.203636363636364,1,At-Risk Customers
1141,DP-16341,26,4,1971.87,75.84115384615384,0,Loyal Customers
1142,DP-17058,83,3,1179.89,14.2155421686747,0,Loyal Customers
1143,DP-17301,23,1,163.24,7.097391304347826,3,Potential Customers
1144,DP-17737,1,2,168.24,168.24,3,Potential Customers
1145,DQ-12375,12,2,457.5,38.125,3,Potential Customers
