,Customer_ID,Recency,Frequency,Monetary,Average_Order_Value,Cluster,Segment
1157,DR-15607,163,1,104.75999999999999,104.75999999999999,1,At-Risk Customers
1158,DR-15790,12,1,218.75,218.75,3,Potential Customers
1159,DR-16255,18,8,2619.91,327.48875,2,VIP Customers
1160,DR-16343,17,2,328.58,164.29,3,Potential Customers
1161,DR-16416,28,3,1051.4,350.4666666666667,0,Loyal Customers
1162,DR-16612,3,4,1187.66,296.915,3,Potential Customers
1163,DR-16723,93,2,576.4,288.2,1,At-Risk Customers
1164,DR-16727,425,1,256.32,256.32,1,At-Risk Customers
1165,DR-16823,229,1,358.38,358.38,1,At-Risk Customers
1166,DR-17585,111,4,1116.68,279.17,0,Loyal Customers
1167,DR-17752,361,1,80.64,80.64,1,At-Risk Customers
1168,DS-12418,114,1,668.58,668.58,1,At-Risk Customers
1169,DS-12446,59,1,1002.31,1002.31,3,Potential Customers
1170,DS-12477,24,6,13219.74,2203.29,2,VIP Customers
1171,DS-12701,37,2,797.71,398.855,3,Potential Customers
1172,DS-12762,27,2,1898.52,949.26,0,Loyal Customers
1173,DS-12789,215,1,91.85,91.85,1,At-Risk Customers
1174,DS-13052,36,1,348.15,348.15,3,Potential Customers
1175,DS-13144,40,1,110.95,110.95,3,Potential Customers
1176,DS-13351,245,1,373.94,373.94,1,At-Risk Customers
1177,DS-13869,125,4,3083.65,770.9125,0,Loyal Customers
1178,DS-14506,19,5,1960.65,392.13,0,Loyal Customers
1179,DS-14576,666,1,35.4,35.4,1,At-Risk Customers
1180,DS-14609,74,4,601.56,150.39,0,Loyal Customers
1181,DS-14971,45,3,1097.98,365.99333333333334,0,Loyal Customers
1182,DS-16278,102,1,566.38,566.38,1,At-Risk Customers
1183,DS-16327,16,6,3820.27,636.7116666666667,2,VIP Customers
1184,DS-16415,46,1,200.27,200.27,3,Potential Customers
1185,DS-16461,179,1,142.92,142.92,1,At-Risk Customers
1186,DS-16515,4,5,1624.14,324.82800000000003,2,VIP Customers
1187,DS-17029,112,2,716.0,358.0,1,At-Risk Customers
1188,DS-17040,139,1,449.72999999999996,449.72999999999996,1,At-Risk Customers
1189,DS-17083,100,3,1405.78,468.5933333333333,0,Loyal Customers
1190,DS-17701,341,1,417.95,417.95,1,At-Risk Customers
1191,DS-17754,90,5,1664.65,332.93,0,Loyal Customers
1192,DS-17854,158,2,311.26,155.63,1,At-Risk Customers
1193,DT-13824,7,5,1698.94,339.788,2,VIP Customers
1194,DT-13838,119,4,674.82,168.705,0,Loyal Customers
1195,DT-13990,67,1,311.3,311.3,1,At-Risk Customers
1196,DT-14112,24,7,2915.15,416.45,2,VIP Customers
1197,DT-14338,198,2,588.22,294.11,1,At-Risk Customers
1198,DT-14968,91,1,147.59,147.59,1,At-Risk Customers
1199,DT-15300,184,1,496.44,496.44,1,At-Risk Customers
1200,DT-15775,129,1,104.9,104.9,1,At-Risk Customers
1201,DT-15899,547,1,56.25,56.25,1,At-Risk Customers
1202,DT-16204,25,1,384.18,384.18,3,Potential Customers
1203,DT-16715,79,1,301.71999999999997,301.71999999999997,1,At-Risk Customers
1204,DT-18130,17,3,1059.39,353.13000000000005,3,Potential Customers
1205,DT-18180,2,6,1843.75,307.2916666666667,2,VIP Customers
1206,DT-18274,91,1,175.92,175.92,1,At-Risk Customers
1207,DV-14502,21,11,2429.83,220.89363636363635,2,VIP Customers
1208,DV-15611,11,13,1591.45,122.41923076923078,2,VIP Customers
1209,DW-12876,59,2,2218.02,1109.01,0,Loyal Customers
1210,DW-12901,12,28,17654.54,630.5192857142857,2,VIP Customers
1211,DW-13592,67,4,247.96,61.99,3,Potential Customers
1212,DW-13748,160,5,948.25,189.65,0,Loyal Customers
1213,DW-13827,59,3,409.8,136.6,3,Potential Customers
1214,DW-14126,12,3,706.13,235.37666666666667,3,Potential Customers
1215,DW-14414,93,7,1496.98,213.8542857142857,0,Loyal Customers
1216,DW-14523,110,1,241.09,241.09,1,At-Risk Customers
1217,DW-14623,45,5,886.7,177.34,0,Loyal Customers
1218,DW-14780,56,2,447.68,223.84,3,Potential Customers
1219,DW-15107,40,6,319.5,53.25,0,Loyal Customers
1220,DW-15348,74,1,158.04,158.04,1,At-Risk Customers
1221,DW-15422,325,2,97.7,48.85,1,At-Risk Customers
1222,DW-15605,32,5,1198.23,239.64600000000002,0,Loyal Customers
1223,DW-15632,17,8,3285.31,410.66375,2,VIP Customers
1224,DW-15882,200,4,516.36,129.09,1,At-Risk Customers
1225,DW-16110,47,3,1320.95,440.31666666666666,0,Loyal Customers
1226,DW-16302,217,1,233.22,233.22,1,At-Risk Customers
1227,DW-16682,59,5,1028.0,205.6,0,Loyal Customers
1228,DW-16730,54,3,743.11,247.70333333333335,0,Loyal Customers
1229,DW-16771,77,5,2242.61,448.52200000000005,0,Loyal Customers
1230,DW-17162,30,10,1715.46,171.546,2,VIP Customers
1231,DW-17282,175,3,1685.46,561.82,0,Loyal Customers
1232,DW-17311,80,2,1384.85,692.425,0,Loyal Customers
1233,DW-17313,122,1,2328.84,2328.84,0,Loyal Customers
1234,DW-17314,1,8,2527.92,315.99,2,VIP Customers
1235,DW-17396,41,8,7330.8,916.35,2,VIP Customers
1236,DW-17727,17,1,1060.25,1060.25,3,Potential Customers
1237,DW-17758,21,8,3408.2,426.025,2,VIP Customers
1238,DW-17973,53,1,337.04,337.04,3,Potential Customers
1239,DY-13637,54,3,804.3,268.09999999999997,0,Loyal Customers
1240,DY-13710,122,1,180.48,180.48,1,At-Risk Customers
1241,DZ-17548,235,1,103.3,103.3,1,At-Risk Customers
1242,EA-14572,42,7,2804.54,400.6485714285714,0,Loyal Customers
1243,EA-15018,334,3,496.21,165.40333333333334,1,At-Risk Customers
1244,EA-15226,312,1,154.41,154.41,1,At-Risk Customers
1245,EA-15365,27,7,2314.32,330.6171428571429,0,Loyal Customers
1246,EA-15491,102,6,3100.09,516.6816666666667,0,Loyal Customers
1247,EA-15981,7,8,3408.48,426.06,2,VIP Customers
1248,EA-17924,13,7,2962.5,423.2142857142857,2,VIP Customers
1249,EB-12430,45,1,256.4,256.4,3,Potential Customers
1250,EB-12578,23,2,2794.51,1397.255,0,Loyal Customers
1251,EB-12647,24,12,3722.82,310.235,2,VIP Customers
1252,EB-13638,17,1,122.64,122.64,3,Potential Customers
1253,EB-13803,257,1,277.07,277.07,1,At-Risk Customers
1254,EB-14053,156,2,260.25,130.125,1,At-Risk Customers
1255,EB-14329,19,7,4975.24,710.7485714285714,2,VIP Customers
1256,EB-14669,7,3,1259.24,419.74666666666667,3,Potential Customers
1257,EB-15349,219,2,463.91,231.955,1,At-Risk Customers
1258,EB-15445,266,1,113.5,113.5,1,At-Risk Customers
1259,EB-15608,30,4,1093.68,273.42,0,Loyal Customers
1260,EB-15716,147,4,1101.11,275.2775,0,Loyal Customers
1261,EB-15749,40,3,44534.3,14844.766666666668,2,VIP Customers
1262,EB-16221,99,3,860.86,286.9533333333333,0,Loyal Customers
1263,EB-17291,253,1,550.8,550.8,1,At-Risk Customers
1264,EB-17774,147,4,1213.73,303.4325,0,Loyal Customers
1265,EB-18005,49,2,226.47,113.235,3,Potential Customers
1266,EB-18016,76,5,1477.66,295.53200000000004,0,Loyal Customers
1267,EB-18064,135,2,814.0,407.0,1,At-Risk Customers
1268,EC-12748,5,209,33053.19,158.14923444976077,2,VIP Customers
1269,EC-14184,245,1,452.89,452.89,1,At-Risk Customers
1270,EC-14636,270,2,609.85,304.925,1,At-Risk Customers
1271,EC-16091,126,2,315.06,157.53,1,At-Risk Customers
1272,EC-16404,72,1,443.05,443.05,1,At-Risk Customers
1273,EC-16625,69,1,333.08,333.08,1,At-Risk Customers
1274,EC-16721,264,1,292.47,292.47,1,At-Risk Customers
1275,EC-17940,51,10,4020.04,402.004,2,VIP Customers
1276,ED-12837,175,1,134.1,134.1,1,At-Risk Customers
1277,ED-14016,209,4,4341.21,1085.3025,0,Loyal Customers
1278,ED-15136,24,4,1286.7,321.675,0,Loyal Customers
1279,ED-15292,203,1,178.39,178.39,1,At-Risk Customers
1280,ED-15393,18,2,231.86,115.93,3,Potential Customers
1281,ED-16281,74,1,2062.06,2062.06,0,Loyal Customers
1282,EE-13816,25,2,571.67,285.835,3,Potential Customers
1283,EE-15111,61,3,1567.48,522.4933333333333,0,Loyal Customers
1284,EE-17962,144,1,102.41,102.41,1,At-Risk Customers
1285,EF-12415,26,21,124914.53,5948.310952380953,2,VIP Customers
1286,EF-12473,55,5,3928.05,785.61,0,Loyal Customers
1287,EF-12576,131,5,1315.83,263.166,0,Loyal Customers
1288,EF-12643,40,6,3344.64,557.4399999999999,0,Loyal Customers
1289,EF-13694,27,50,65039.62,1300.7924,2,VIP Customers
1290,EF-14080,153,1,45.599999999999994,45.599999999999994,1,At-Risk Customers
1291,EF-14483,283,1,137.1,137.1,1,At-Risk Customers
1292,EF-14593,23,3,617.15,205.71666666666667,3,Potential Customers
1293,EF-14628,37,2,671.96,335.98,3,Potential Customers
1294,EF-15977,19,2,1054.73,527.365,3,Potential Customers
1295,EF-17946,235,2,149.57999999999998,74.78999999999999,1,At-Risk Customers
1296,EF-17948,149,1,358.56,358.56,1,At-Risk Customers
1297,EG-12897,39,2,216.5,108.25,3,Potential Customers
1298,EG-13120,240,1,30.6,30.6,1,At-Risk Customers
1299,EG-14047,75,5,1308.61,261.722,0,Loyal Customers
1300,EG-14173,12,4,450.84,112.71,3,Potential Customers
1301,EG-14245,250,2,1693.45,846.725,0,Loyal Customers
1302,EG-14247,191,1,136.77,136.77,1,At-Risk Customers
1303,EG-14346,33,2,1021.58,510.79,3,Potential Customers
1304,EG-14474,48,1,547.66,547.66,3,Potential Customers
1305,EG-15757,189,2,714.42,357.21,1,At-Risk Customers
1306,EG-16478,27,3,331.0,110.33333333333333,3,Potential Customers
1307,EH-12836,31,4,2610.36,652.59,0,Loyal Customers
1308,EH-13375,2,1,778.65,778.65,3,Potential Customers
1309,EH-13534,55,25,5870.08,234.8032,2,VIP Customers
1310,EH-14676,80,6,2548.24,424.70666666666665,0,Loyal Customers
1311,EH-15065,166,4,3158.13,789.5325,0,Loyal Customers
1312,EH-15325,105,1,161.74,161.74,1,At-Risk Customers
1313,EH-16202,362,1,365.27,365.27,1,At-Risk Customers
1314,EH-16282,254,1,168.3,168.3,1,At-Risk Customers
1315,EH-17555,21,2,480.31,240.155,3,Potential Customers
1316,EH-17703,111,3,798.74,266.24666666666667,0,Loyal Customers
1317,EH-17772,12,2,173.45,86.725,3,Potential Customers
1318,EH-17994,38,4,674.89,168.7225,0,Loyal Customers
1319,EJ-12515,355,1,383.7,383.7,1,At-Risk Customers
1320,EJ-12560,114,3,2134.0099999999998,711.3366666666666,0,Loyal Customers
1321,EJ-12739,80,2,1013.04,506.52,0,Loyal Customers
1322,EJ-13680,41,4,3719.12,929.78,0,Loyal Customers
1323,EJ-13761,52,2,1070.65,535.325,0,Loyal Customers
1324,EJ-14716,44,2,307.51,153.755,3,Potential Customers
1325,EK-13806,154,1,256.38,256.38,1,At-Risk Customers
1326,EK-14491,177,2,340.93,170.465,1,At-Risk Customers
1327,EK-15256,150,1,98.45,98.45,1,At-Risk Customers
1328,EK-16989,4,6,1133.25,188.875,2,VIP Customers
1329,EL-14276,5,3,1119.74,373.24666666666667,3,Potential Customers
1330,EL-14759,114,3,1625.97,541.99,0,Loyal Customers
1331,EL-16149,144,2,280.52,140.26,1,At-Risk Customers
1332,EM-12413,193,3,758.1,252.70000000000002,1,At-Risk Customers
1333,EM-12664,1,9,4881.88,542.4311111111111,2,VIP Customers
1334,EM-12715,108,1,343.36,343.36,1,At-Risk Customers
1335,EM-13126,46,8,2099.64,262.455,0,Loyal Customers
1336,EM-13539,87,3,631.34,210.4466666666667,0,Loyal Customers
1337,EM-13832,21,1,52.2,52.2,3,Potential Customers
1338,EM-13898,327,1,155.93,155.93,1,At-Risk Customers
1339,EM-14140,122,2,935.05,467.525,0,Loyal Customers
1340,EM-14434,23,6,1372.8,228.79999999999998,0,Loyal Customers
1341,EM-14667,12,25,9175.04,367.00160000000005,2,VIP Customers
1342,EM-15318,182,1,312.62,312.62,1,At-Risk Customers
1343,EM-15554,161,1,217.2,217.2,1,At-Risk Customers
1344,EM-15832,256,1,836.79,836.79,1,At-Risk Customers
1345,EM-16211,2,1,547.02,547.02,3,Potential Customers
1346,EM-16561,31,2,511.12,255.56,3,Potential Customers
1347,EM-17576,3,19,3564.83,187.62263157894736,2,VIP Customers
1348,EM-18143,118,2,1000.16,500.08,0,Loyal Customers
1349,EM-18173,69,4,2106.84,526.71,0,Loyal Customers
1350,EN-12377,317,2,1628.12,814.06,1,At-Risk Customers
1351,EN-14351,166,1,51.0,51.0,1,At-Risk Customers
1352,EN-16019,48,9,3786.24,420.6933333333333,2,VIP Customers
1353,EN-18287,1,3,1837.28,612.4266666666666,3,Potential Customers
1354,EO-15975,86,1,371.01,371.01,1,At-Risk Customers
1355,EO-16011,3,16,3352.96,209.56,2,VIP Customers
1356,EO-16891,121,5,742.43,148.486,0,Loyal Customers
1357,EO-17584,247,2,1242.3,621.15,1,At-Risk Customers
1358,EP-12935,28,7,2160.7,308.6714285714285,0,Loyal Customers
1359,EP-13003,34,3,149.05,49.68333333333334,3,Potential Customers
1360,EP-13349,12,1,247.32,247.32,3,Potential Customers
1361,EP-14360,122,4,2118.03,529.5075,0,Loyal Customers
1362,EP-14401,66,13,4051.48,311.6523076923077,2,VIP Customers
1363,EP-15128,62,4,1471.0,367.75,0,Loyal Customers
1364,EP-15573,87,2,591.1899999999999,295.59499999999997,1,At-Risk Customers
1365,EP-16150,2,5,2053.02,410.604,2,VIP Customers
1366,EP-17573,61,3,380.6,126.86666666666667,3,Potential Customers
1367,ER-12434,86,2,806.14,403.07,0,Loyal Customers
1368,ER-13131,25,3,1073.3,357.76666666666665,0,Loyal Customers
1369,ER-13232,5,7,1328.35,189.7642857142857,2,VIP Customers
1370,ER-14056,17,23,8152.71,354.46565217391304,2,VIP Customers
1371,ER-14423,220,1,265.2,265.2,1,At-Risk Customers
1372,ER-14764,48,1,278.3,278.3,3,Potential Customers
1373,ER-14893,11,2,1237.85,618.925,3,Potential Customers
1374,ER-14963,11,5,1472.34,294.46799999999996,0,Loyal Customers
1375,ER-14998,7,2,414.87,207.435,3,Potential Customers
1376,ER-15690,102,2,239.76,119.88,1,At-Risk Customers
1377,ER-16378,190,3,362.95,120.98333333333333,1,At-Risk Customers
1378,ER-16395,62,5,1482.06,296.412,0,Loyal Customers
1379,ER-17676,1,6,1371.18,228.53,2,VIP Customers
1380,ER-18188,17,3,2001.04,667.0133333333333,0,Loyal Customers
1381,ES-12488,11,3,1298.66,432.8866666666667,3,Potential Customers
1382,ES-13366,52,1,56.16,56.16,1,At-Risk Customers
1383,ES-13764,72,3,1519.42,506.47333333333336,0,Loyal Customers
1384,ES-14312,38,6,1611.59,268.5983333333333,0,Loyal Customers
1385,ES-14377,264,2,617.05,308.525,1,At-Risk Customers
1386,ES-15329,41,3,1049.7,349.90000000000003,0,Loyal Customers
1387,ES-15766,184,1,315.06,315.06,1,At-Risk Customers
1388,ES-15783,12,1,246.3,246.3,3,Potential Customers
1389,ES-15835,46,4,954.09,238.5225,0,Loyal Customers
1390,ES-16516,91,1,101.69999999999999,101.69999999999999,1,At-Risk Customers
1391,ES-16569,182,1,124.2,124.2,1,At-Risk Customers
1392,ES-16909,74,1,379.14,379.14,1,At-Risk Customers
1393,ES-17070,116,1,304.24,304.24,1,At-Risk Customers
1394,ES-17115,66,3,837.5,279.1666666666667,0,Loyal Customers
1395,ES-17422,5,6,1979.37,329.895,2,VIP Customers
1396,ES-17892,58,3,244.1,81.36666666666666,3,Potential Customers
1397,ET-12856,20,6,2170.78,361.7966666666667,0,Loyal Customers
1398,ET-13893,299,1,821.1,821.1,1,At-Risk Customers
1399,ET-14732,2,8,2702.49,337.81125,2,VIP Customers
1400,ET-15088,23,2,1160.07,580.035,3,Potential Customers
1401,ET-17220,26,14,3187.55,227.68214285714288,2,VIP Customers
1402,EV-17267,246,2,317.2,158.6,1,At-Risk Customers
1403,EW-12441,486,1,173.55,173.55,1,At-Risk Customers
1404,EW-12510,144,2,982.57,491.285,1,At-Risk Customers
1405,EW-12581,41,1,197.71,197.71,3,Potential Customers
1406,EW-13823,20,2,957.66,478.83,3,Potential Customers
1407,EW-14165,99,1,120.44,120.44,1,At-Risk Customers
1408,EW-14236,82,2,490.86,245.43,1,At-Risk Customers
1409,EW-14586,130,1,237.35999999999999,237.35999999999999,1,At-Risk Customers
1410,EW-14859,14,4,1353.74,338.435,0,Loyal Customers
1411,EW-15589,257,3,478.53,159.51,1,At-Risk Customers
1412,EW-15628,26,9,2870.24,318.91555555555556,2,VIP Customers
1413,EW-16119,74,2,423.36,211.68,1,At-Risk Customers
1414,EW-16830,334,1,325.91,325.91,1,At-Risk Customers
1415,EW-16907,60,5,928.76,185.752,0,Loyal Customers
1416,EW-17173,1,8,3766.6,470.825,2,VIP Customers
1417,EW-17881,131,1,133.35,133.35,1,At-Risk Customers
1418,FA-15498,6,27,13316.4,493.2,2,VIP Customers
1419,FA-16627,81,1,322.8,322.8,1,At-Risk Customers
1420,FB-13735,26,4,2883.54,720.885,0,Loyal Customers
1421,FC-13686,66,1,72.0,72.0,1,At-Risk Customers
1422,FC-15769,42,26,56252.72,2163.566153846154,2,VIP Customers
1423,FF-16952,111,2,167.61,83.805,1,At-Risk Customers
1424,FG-13109,31,2,786.54,393.27,3,Potential Customers
1425,FJ-13499,19,5,1159.11,231.82199999999997,0,Loyal Customers
1426,FK-17372,42,8,1337.18,167.1475,0,Loyal Customers
1427,FM-13603,28,1,164.34,164.34,3,Potential Customers
1428,FR-17239,314,1,382.5,382.5,1,At-Risk Customers
1429,FS-17968,698,1,265.1,265.1,1,At-Risk Customers
1430,FW-15535,175,4,502.9,125.725,1,At-Risk Customers
1431,FW-15550,39,4,575.63,143.9075,0,Loyal Customers
1432,FW-15813,209,2,1303.9099999999999,651.9549999999999,1,At-Risk Customers
1433,FW-15866,103,1,211.89,211.89,1,At-Risk Customers
1434,FW-16791,40,7,1705.78,243.68285714285713,0,Loyal Customers
1435,GB-17704,170,2,885.1899999999999,442.59499999999997,1,At-Risk Customers
1436,GC-12502,189,5,3723.87,744.774,0,Loyal Customers
1437,GC-12527,83,3,348.71,116.23666666666666,1,At-Risk Customers
1438,GC-17075,19,4,834.12,208.53,3,Potential Customers
1439,GC-17985,24,1,631.35,631.35,3,Potential Customers
1440,GC-18006,25,1,444.68,444.68,3,Potential Customers
1441,GD-15311,1,91,60632.75,666.2939560439561,2,VIP Customers
1442,GE-16201,22,4,1863.47,465.8675,0,Loyal Customers
1443,GF-16276,178,1,810.5999999999999,810.5999999999999,1,At-Risk Customers
1444,GF-17775,256,1,56.4,56.4,1,At-Risk Customers
1445,GG-13247,19,4,501.12,125.28,3,Potential Customers
1446,GG-15296,36,6,3672.86,612.1433333333333,0,Loyal Customers
1447,GH-14246,112,3,1474.06,491.3533333333333,0,Loyal Customers
1448,GH-16955,127,4,518.67,129.6675,0,Loyal Customers
1449,GH-17403,275,1,263.92,263.92,1,At-Risk Customers
1450,GH-18065,88,14,2392.83,170.91642857142855,0,Loyal Customers
1451,GH-18119,517,1,180.7,180.7,1,At-Risk Customers
1452,GJ-15152,11,13,4745.69,365.0530769230769,2,VIP Customers
1453,GJ-16782,12,13,2267.95,174.4576923076923,2,VIP Customers
1454,GK-13059,251,1,183.4,183.4,1,At-Risk Customers
1455,GK-13756,24,14,5189.52,370.68,2,VIP Customers
1456,GK-17811,2,39,7761.82,199.02102564102563,2,VIP Customers
1457,GL-12471,12,30,19788.649999999998,659.6216666666666,2,VIP Customers
1458,GM-14034,24,3,648.89,216.29666666666665,3,Potential Customers
1459,GM-15793,16,3,965.61,321.87,3,Potential Customers
1460,GM-16187,53,15,6911.44,460.76266666666663,2,VIP Customers
1461,GM-16766,38,2,1145.6,572.8,0,Loyal Customers
1462,GM-17809,18,12,5411.91,450.9925,2,VIP Customers
1463,GN-13243,205,1,585.12,585.12,1,At-Risk Customers
1464,GO-13610,14,7,1082.33,154.6185714285714,0,Loyal Customers
1465,GO-14961,12,9,7044.68,782.7422222222223,2,VIP Customers
1466,GO-15066,55,1,893.59,893.59,3,Potential Customers
1467,GP-14261,52,2,1163.45,581.725,0,Loyal Customers
1468,GP-14673,11,5,1736.4,347.28000000000003,0,Loyal Customers
1469,GP-15288,45,5,2306.52,461.304,0,Loyal Customers
1470,GQ-12638,183,1,671.69,671.69,1,At-Risk Customers
1471,GR-13142,21,1,307.09000000000003,307.09000000000003,3,Potential Customers
1472,GR-13504,184,1,295.93,295.93,1,At-Risk Customers
1473,GR-13828,24,1,209.49,209.49,3,Potential Customers
1474,GR-14652,79,1,114.18,114.18,1,At-Risk Customers
1475,GR-14768,19,2,192.6,96.3,3,Potential Customers
1476,GR-14817,161,2,1110.34,555.17,1,At-Risk Customers
1477,GR-16169,41,4,1822.97,455.7425,0,Loyal Customers
1478,GR-17891,163,1,203.85999999999999,203.85999999999999,1,At-Risk Customers
1479,GS-15703,266,1,211.5,211.5,1,At-Risk Customers
1480,GS-16012,156,3,1415.29,471.7633333333333,0,Loyal Customers
1481,GS-17697,238,1,338.95,338.95,1,At-Risk Customers
1482,GS-18135,60,5,681.91,136.382,0,Loyal Customers
1483,GT-14214,52,5,1004.38,200.876,0,Loyal Customers
1484,GT-14868,23,8,2953.59,369.19875,2,VIP Customers
1485,GV-14300,20,1,43.2,43.2,3,Potential Customers
1486,GV-17172,80,1,317.76,317.76,1,At-Risk Customers
1487,GW-12797,455,1,254.03,254.03,1,At-Risk Customers
1488,GW-13974,51,1,413.59,413.59,3,Potential Customers
1489,GW-14323,116,2,605.06,302.53,1,At-Risk Customers
1490,GW-15174,324,1,135.75,135.75,1,At-Risk Customers
1491,GW-16024,14,1,251.03,251.03,3,Potential Customers
1492,GW-17063,23,7,1461.14,208.73428571428573,0,Loyal Customers
1493,GW-17603,80,1,394.72,394.72,1,At-Risk Customers
1494,GW-17682,12,6,2474.33,412.3883333333333,2,VIP Customers
1495,GW-17864,14,3,554.85,184.95000000000002,3,Potential Customers
1496,HA-13212,21,3,786.83,262.2766666666667,3,Potential Customers
1497,HA-16671,30,3,1692.27,564.09,0,Loyal Customers
1498,HB-12491,334,1,460.4,460.4,1,At-Risk Customers
1499,HB-13527,32,7,2242.36,320.33714285714285,0,Loyal Customers
1500,HB-14331,137,2,462.65999999999997,231.32999999999998,1,At-Risk Customers
1501,HB-14870,263,1,327.25,327.25,1,At-Risk Customers
1502,HB-15883,152,2,396.48,198.24,1,At-Risk Customers
1503,HB-17001,24,11,3989.57,362.6881818181818,2,VIP Customers
1504,HB-17324,10,4,986.48,246.62,3,Potential Customers
1505,HB-17733,263,2,692.19,346.095,1,At-Risk Customers
1506,HB-17771,58,2,245.81,122.905,3,Potential Customers
1507,HC-14869,105,2,721.45,360.725,1,At-Risk Customers
1508,HC-16330,19,3,251.91,83.97,3,Potential Customers
1509,HD-16729,7,21,7205.33,343.11095238095237,2,VIP Customers
1510,HD-17767,17,1,271.2,271.2,3,Potential Customers
1511,HE-14048,162,1,409.93,409.93,1,At-Risk Customers
1512,HE-14866,12,12,14389.9,1199.1583333333333,2,VIP Customers
1513,HF-16411,21,2,211.70000000000002,105.85000000000001,3,Potential Customers
1514,HF-17259,150,2,581.23,290.615,1,At-Risk Customers
1515,HF-17466,12,2,763.28,381.64,3,Potential Customers
1516,HG-12794,55,2,860.41,430.205,0,Loyal Customers
1517,HG-12815,149,2,1063.46,531.73,0,Loyal Customers
1518,HG-13533,66,3,269.09,89.69666666666666,3,Potential Customers
1519,HG-13717,58,6,1445.01,240.835,0,Loyal Customers
1520,HG-16096,266,1,320.62,320.62,1,At-Risk Customers
1521,HG-16308,109,4,2560.0,640.0,0,Loyal Customers
1522,HH-13654,37,6,2707.33,451.22166666666664,0,Loyal Customers
1523,HH-14204,152,1,150.61,150.61,1,At-Risk Customers
1524,HH-15205,86,2,653.24,326.62,1,At-Risk Customers
1525,HH-17972,7,1,135.19,135.19,3,Potential Customers
1526,HJ-12829,163,2,293.0,146.5,1,At-Risk Customers
1527,HJ-15244,215,2,631.5699999999999,315.78499999999997,1,At-Risk Customers
1528,HJ-16244,6,2,1522.75,761.375,3,Potential Customers
1529,HL-13189,20,2,260.68,130.34,3,Potential Customers
1530,HL-13436,121,1,196.89,196.89,1,At-Risk Customers
1531,HL-17869,109,5,428.18,85.636,0,Loyal Customers
1532,HM-12991,25,2,503.76,251.88,3,Potential Customers
1533,HM-13292,286,2,578.94,289.47,1,At-Risk Customers
1534,HM-13314,75,3,775.9399999999999,258.64666666666665,0,Loyal Customers
1535,HM-13507,109,4,2479.16,619.79,0,Loyal Customers
1536,HM-13565,21,2,240.22,120.11,3,Potential Customers
1537,HM-14158,42,1,507.65999999999997,507.65999999999997,3,Potential Customers
1538,HM-14431,70,1,470.36,470.36,1,At-Risk Customers
1539,HM-14905,218,2,616.15,308.075,1,At-Risk Customers
1540,HM-14912,18,2,867.85,433.925,3,Potential Customers
1541,HM-15930,276,1,426.63,426.63,1,At-Risk Customers
1542,HM-16792,311,2,110.38,55.19,1,At-Risk Customers
1543,HM-17002,87,3,1493.73,497.91,0,Loyal Customers
1544,HM-17376,72,2,203.2,101.6,1,At-Risk Customers
1545,HN-15203,27,6,1827.8,304.6333333333333,0,Loyal Customers
1546,HN-16122,40,4,684.42,171.105,0,Loyal Customers
1547,HO-15442,221,1,594.0,594.0,1,At-Risk Customers
1548,HP-15727,10,7,5159.06,737.0085714285715,2,VIP Customers
1549,HP-16943,6,3,816.73,272.24333333333334,3,Potential Customers
1550,HR-12749,24,5,4090.88,818.176,0,Loyal Customers
1551,HR-15776,135,1,241.62,241.62,1,At-Risk Customers
1552,HR-16055,281,1,134.8,134.8,1,At-Risk Customers
1553,HS-13627,31,5,1638.47,327.694,0,Loyal Customers
1554,HS-16361,11,4,891.21,222.8025,3,Potential Customers
1555,HS-17244,55,1,954.9,954.9,3,Potential Customers
1556,HT-12463,7,4,1344.78,336.195,3,Potential Customers
1557,HT-13590,4,6,1981.92,330.32,2,VIP Customers
1558,HT-13801,245,1,324.8,324.8,1,At-Risk Customers
1559,HT-14582,42,1,114.10999999999999,114.10999999999999,3,Potential Customers
1560,HT-17955,200,4,557.3,139.325,1,At-Risk Customers
1561,HT-18204,73,3,1975.35,658.4499999999999,0,Loyal Customers
1562,HV-15366,77,2,602.51,301.255,1,At-Risk Customers
1563,HV-17419,13,12,4226.57,352.21416666666664,2,VIP Customers
1564,HW-12962,115,2,266.39,133.195,1,At-Risk Customers
1565,HW-16899,21,6,1271.06,211.84333333333333,0,Loyal Customers
1566,HW-17511,7,31,91062.38,2937.496129032258,2,VIP Customers
1567,HW-17722,246,4,2424.04,606.01,0,Loyal Customers
1568,HW-18237,3,5,987.1,197.42000000000002,3,Potential Customers
1569,IA-12725,639,1,427.8,427.8,1,At-Risk Customers
1570,IC-17193,1,7,1699.3,242.75714285714284,2,VIP Customers
1571,IH-15852,188,2,160.71,80.355,1,At-Risk Customers
1572,IP-12931,23,15,42055.96,2803.730666666667,2,VIP Customers
1573,IT-12421,17,4,807.04,201.76,3,Potential Customers
1574,JA-12412,76,3,1226.8799999999999,408.96,0,Loyal Customers
1575,JA-12674,93,4,1970.6,492.65,0,Loyal Customers
1576,JA-12678,44,12,17628.46,1469.0383333333332,2,VIP Customers
1577,JA-13138,24,6,962.39,160.39833333333334,0,Loyal Customers
1578,JA-13647,11,4,1648.1200000000001,412.03000000000003,0,Loyal Customers
1579,JA-13926,25,1,223.85,223.85,3,Potential Customers
1580,JA-14006,7,3,962.19,320.73,3,Potential Customers
